"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"IL23A_IL12RB1","IL23A_IL12RB1","IL23A","IL23A","IL12RB1",NA,NA,NA,NA,"celltalkdb_12023369",NA,"IL23A_IL12RB1"
"IL23A_IL12RB2","IL23A_IL12RB2","IL23A","IL23A","IL12RB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"IL23A_IL12RB2"
"IL23A_IL23R","IL23A_IL23R","IL23A","IL23A","IL23R",NA,NA,NA,NA,"celltalkdb_12023369",NA,"IL23A_IL23R"
"IL24_IL10RB","IL24_IL10RB","IL24","IL24","IL10RB",NA,NA,NA,NA,"celltalkdb_20061404",NA,"IL24_IL10RB"
"IL24_IL20RA","IL24_IL20RA","IL24","IL24","IL20RA",NA,NA,NA,NA,"celltalkdb_12974481",NA,"IL24_IL20RA"
"IL24_IL20RB","IL24_IL20RB","IL24","IL24","IL20RB",NA,NA,NA,NA,"celltalkdb_12974481",NA,"IL24_IL20RB"
"IL24_IL22RA1","IL24_IL22RA1","IL24","IL24","IL22RA1",NA,NA,NA,NA,"celltalkdb_12974481",NA,"IL24_IL22RA1"
"IL25_IL17RB","IL25_IL17RB","IL25","IL25","IL17RB",NA,NA,NA,NA,"celltalkdb_11058597",NA,"IL25_IL17RB"
"IL26_IL10RB","IL26_IL10RB","IL26","IL26","IL10RB",NA,NA,NA,NA,"celltalkdb_14764663",NA,"IL26_IL10RB"
"IL26_IL20RA","IL26_IL20RA","IL26","IL26","IL20RA",NA,NA,NA,NA,"celltalkdb_14764663",NA,"IL26_IL20RA"
"IL27_IL27RA","IL27_IL27RA","IL27","IL27","IL27RA",NA,NA,NA,NA,"celltalkdb_12121660",NA,"IL27_IL27RA"
"IL2_CD53","IL2_CD53","IL2","IL2","CD53",NA,NA,NA,NA,"celltalkdb_7963560",NA,"IL2_CD53"
"IL2_IL2RA","IL2_IL2RA","IL2","IL2","IL2RA",NA,NA,NA,NA,"celltalkdb_15265897",NA,"IL2_IL2RA"
"IL2_IL2RB","IL2_IL2RB","IL2","IL2","IL2RB",NA,NA,NA,NA,"celltalkdb_15265897",NA,"IL2_IL2RB"
"IL2_IL2RG","IL2_IL2RG","IL2","IL2","IL2RG",NA,NA,NA,NA,"celltalkdb_15265897",NA,"IL2_IL2RG"
"IL2_NGFR","IL2_NGFR","IL2","IL2","NGFR",NA,NA,NA,NA,"celltalkdb_1316918",NA,"IL2_NGFR"
"IL31_IL31RA","IL31_IL31RA","IL31","IL31","IL31RA",NA,NA,NA,NA,"celltalkdb_15184896",NA,"IL31_IL31RA"
"IL31_OSMR","IL31_OSMR","IL31","IL31","OSMR",NA,NA,NA,NA,"celltalkdb_15184896",NA,"IL31_OSMR"
"IL33_IL1RL1","IL33_IL1RL1","IL33","IL33","IL1RL1",NA,NA,NA,NA,"celltalkdb_23980170",NA,"IL33_IL1RL1"
"IL34_CSF1R1","IL34_CSF1R","IL34","IL34","CSF1R",NA,NA,NA,NA,"celltalkdb_22729249, cellphonedb_uniprot",NA,"IL34_CSF1R"
"IL36A_IL1RL2","IL36A_IL1RL2","IL36A","IL36A","IL1RL2",NA,NA,NA,NA,"celltalkdb_11466363",NA,"IL36A_IL1RL2"
"IL36A_IL36RN","IL36A_IL36RN","IL36A","IL36A","IL36RN",NA,NA,NA,NA,"celltalkdb_29180446",NA,"IL36A_IL36RN"
"IL36B_IL1RL2","IL36B_IL1RL2","IL36B","IL36B","IL1RL2",NA,NA,NA,NA,"celltalkdb_21965679",NA,"IL36B_IL1RL2"
"IL36B_IL36RN","IL36B_IL36RN","IL36B","IL36B","IL36RN",NA,NA,NA,NA,"celltalkdb_25673295",NA,"IL36B_IL36RN"
"IL36G_IL1RL2","IL36G_IL1RL2","IL36G","IL36G","IL1RL2",NA,NA,NA,NA,"celltalkdb_25673295",NA,"IL36G_IL1RL2"
"IL36G_IL36RN","IL36G_IL36RN","IL36G","IL36G","IL36RN",NA,NA,NA,NA,"celltalkdb_25673295",NA,"IL36G_IL36RN"
"IL37_IL1RAPL1","IL37_IL1RAPL1","IL37","IL37","IL1RAPL1",NA,NA,NA,NA,"celltalkdb_25654981",NA,"IL37_IL1RAPL1"
"IL3_CSF2RB","IL3_CSF2RB","IL3","IL3","CSF2RB",NA,NA,NA,NA,"celltalkdb_11700046",NA,"IL3_CSF2RB"
"IL3_IL3RA","IL3_IL3RA","IL3","IL3","IL3RA",NA,NA,NA,NA,"celltalkdb_11700046",NA,"IL3_IL3RA"
"IL4_CD53","IL4_CD53","IL4","IL4","CD53",NA,NA,NA,NA,"celltalkdb_7963560",NA,"IL4_CD53"
"IL4_IL13RA1","IL4_IL13RA1","IL4","IL4","IL13RA1",NA,NA,NA,NA,"celltalkdb_18480254",NA,"IL4_IL13RA1"
"IL4_IL13RA2","IL4_IL13RA2","IL4","IL4","IL13RA2",NA,NA,NA,NA,"celltalkdb_9130652",NA,"IL4_IL13RA2"
"IL4_IL2RG","IL4_IL2RG","IL4","IL4","IL2RG",NA,NA,NA,NA,"celltalkdb_7918378",NA,"IL4_IL2RG"
"IL4_IL4R1","IL4_IL4R","IL4","IL4","IL4R",NA,NA,NA,NA,"celltalkdb_7918378",NA,"IL4_IL4R"
"IL5_CSF2RB","IL5_CSF2RB","IL5","IL5","CSF2RB",NA,NA,NA,NA,"celltalkdb_11748263",NA,"IL5_CSF2RB"
"IL5_IL5RA","IL5_IL5RA","IL5","IL5","IL5RA",NA,NA,NA,NA,"celltalkdb_11748263",NA,"IL5_IL5RA"
"IL6_F3","IL6_F3","IL6","IL6","F3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"IL6_F3"
"IL6_HRH1","IL6_HRH1","IL6","IL6","HRH1",NA,NA,NA,NA,"celltalkdb_32103204",NA,"IL6_HRH1"
"IL6_IL6R","IL6_IL6R","IL6","IL6","IL6R",NA,NA,NA,NA,"celltalkdb_12829785",NA,"IL6_IL6R"
"IL6_IL6ST","IL6_IL6ST","IL6","IL6","IL6ST",NA,NA,NA,NA,"celltalkdb_14557255",NA,"IL6_IL6ST"
"IL7_IL2RG","IL7_IL2RG","IL7","IL7","IL2RG",NA,NA,NA,NA,"celltalkdb_11858939",NA,"IL7_IL2RG"
"IL7_IL7R","IL7_IL7R","IL7","IL7","IL7R",NA,NA,NA,NA,"celltalkdb_11858939",NA,"IL7_IL7R"
"IL8_ACKR1","IL8_ACKR1","CXCL8","CXCL8","ACKR1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"IL8_ACKR1"
"IL8_CXCR1","IL8_CXCR1","CXCL8","CXCL8","CXCR1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"IL8_CXCR1"
"IL8_CXCR2","IL8_CXCR2","CXCL8","CXCL8","CXCR2",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"IL8_CXCR2"
"IL9_IL2RG","IL9_IL2RG","IL9","IL9","IL2RG",NA,NA,NA,NA,"celltalkdb_9535918",NA,"IL9_IL2RG"
"IL9_IL9R","IL9_IL9R","IL9","IL9","IL9R",NA,NA,NA,NA,"celltalkdb_9535918",NA,"IL9_IL9R"
"INHA_ACVR1","INHA_ACVR1","INHA","INHA","ACVR1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INHA_ACVR1"
"INHA_ACVR2A","INHA_ACVR2A","INHA","INHA","ACVR2A",NA,NA,NA,NA,"celltalkdb_12493742",NA,"INHA_ACVR2A"
"INHA_ACVR2B","INHA_ACVR2B","INHA","INHA","ACVR2B",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INHA_ACVR2B"
"INHA_TGFBR3","INHA_TGFBR3","INHA","INHA","TGFBR3",NA,NA,NA,NA,"celltalkdb_12493742",NA,"INHA_TGFBR3"
"INHBA_ACVR1","INHBA_ACVR1","INHBA","INHBA","ACVR1",NA,NA,NA,NA,"celltalkdb_11266516",NA,"INHBA_ACVR1"
"INHBA_ACVR1B","INHBA_ACVR1B","INHBA","INHBA","ACVR1B",NA,NA,NA,NA,"celltalkdb_8167568",NA,"INHBA_ACVR1B"
"INHBA_ACVR2A","INHBA_ACVR2A","INHBA","INHBA","ACVR2A",NA,NA,NA,NA,"celltalkdb_12466190",NA,"INHBA_ACVR2A"
"INHBA_ACVR2B","INHBA_ACVR2B","INHBA","INHBA","ACVR2B",NA,NA,NA,NA,"celltalkdb_9202237",NA,"INHBA_ACVR2B"
"INHBA_BAMBI","INHBA_BAMBI","INHBA","INHBA","BAMBI",NA,NA,NA,NA,"celltalkdb_10918299",NA,"INHBA_BAMBI"
"INHBA_ENG","INHBA_ENG","INHBA","INHBA","ENG",NA,NA,NA,NA,"celltalkdb_9872992",NA,"INHBA_ENG"
"INHBA_SMAD3","INHBA_SMAD3","INHBA","INHBA","SMAD3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INHBA_SMAD3"
"INHBA_TGFBR3","INHBA_TGFBR3","INHBA","INHBA","TGFBR3",NA,NA,NA,NA,"celltalkdb_10746731",NA,"INHBA_TGFBR3"
"INHBB_ACVR1","INHBB_ACVR1","INHBB","INHBB","ACVR1",NA,NA,NA,NA,"celltalkdb_11266516",NA,"INHBB_ACVR1"
"INHBB_ACVR1B","INHBB_ACVR1B","INHBB","INHBB","ACVR1B",NA,NA,NA,NA,"celltalkdb_11266516",NA,"INHBB_ACVR1B"
"INHBB_ACVR1C","INHBB_ACVR1C","INHBB","INHBB","ACVR1C",NA,NA,NA,NA,"celltalkdb_15196700",NA,"INHBB_ACVR1C"
"INHBB_ACVR2A","INHBB_ACVR2A","INHBB","INHBB","ACVR2A",NA,NA,NA,NA,"celltalkdb_12466190",NA,"INHBB_ACVR2A"
"INHBB_ACVR2B","INHBB_ACVR2B","INHBB","INHBB","ACVR2B",NA,NA,NA,NA,"celltalkdb_9202237",NA,"INHBB_ACVR2B"
"INHBB_SMAD3","INHBB_SMAD3","INHBB","INHBB","SMAD3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INHBB_SMAD3"
"INHBC_ACVR1","INHBC_ACVR1","INHBC","INHBC","ACVR1",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"INHBC_ACVR1"
"INHBC_ACVR1B","INHBC_ACVR1B","INHBC","INHBC","ACVR1B",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"INHBC_ACVR1B"
"INHBC_ACVR2A","INHBC_ACVR2A","INHBC","INHBC","ACVR2A",NA,NA,NA,NA,"celltalkdb_22710174",NA,"INHBC_ACVR2A"
"INHBC_ACVR2B","INHBC_ACVR2B","INHBC","INHBC","ACVR2B",NA,NA,NA,NA,"celltalkdb_22710174",NA,"INHBC_ACVR2B"
"INHBC_AVR2A","INHBC_ACVR2A","INHBC","INHBC","ACVR2A",NA,NA,NA,NA,"cellphonedb_PMID:22710174",NA,"INHBC_AVR2A"
"INHBC_AVR2B","INHBC_ACVR2B","INHBC","INHBC","ACVR2B",NA,NA,NA,NA,"cellphonedb_PMID:22710174",NA,"INHBC_AVR2B"
"INHBE_ACVR2A","INHBE_ACVR2A","INHBE","INHBE","ACVR2A",NA,NA,NA,NA,"celltalkdb_22710174",NA,"INHBE_ACVR2A"
"INHBE_ACVR2B","INHBE_ACVR2B","INHBE","INHBE","ACVR2B",NA,NA,NA,NA,"celltalkdb_22710174",NA,"INHBE_ACVR2B"
"INHBE_AVR2A","INHBE_ACVR2A","INHBE","INHBE","ACVR2A",NA,NA,NA,NA,"cellphonedb_PMID:22710174",NA,"INHBE_AVR2A"
"INHBE_AVR2B","INHBE_ACVR2B","INHBE","INHBE","ACVR2B",NA,NA,NA,NA,"cellphonedb_PMID:22710174",NA,"INHBE_AVR2B"
"INSL3_ADCYAP1R1","INSL3_ADCYAP1R1","INSL3","INSL3","ADCYAP1R1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_ADCYAP1R1"
"INSL3_ADRB2","INSL3_ADRB2","INSL3","INSL3","ADRB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_ADRB2"
"INSL3_ADRB3","INSL3_ADRB3","INSL3","INSL3","ADRB3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_ADRB3"
"INSL3_GPR20","INSL3_GPR20","INSL3","INSL3","GPR20",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_GPR20"
"INSL3_GPR84","INSL3_GPR84","INSL3","INSL3","GPR84",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_GPR84"
"INSL3_PTH1R","INSL3_PTH1R","INSL3","INSL3","PTH1R",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_PTH1R"
"INSL3_RAMP2","INSL3_RAMP2","INSL3","INSL3","RAMP2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_RAMP2"
"INSL3_RAMP3","INSL3_RAMP3","INSL3","INSL3","RAMP3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_RAMP3"
"INSL3_RXFP11","INSL3_RXFP1","INSL3","INSL3","RXFP1",NA,NA,NA,NA,"celltalkdb_32103204",NA,"INSL3_RXFP1"
"INSL3_RXFP21","INSL3_RXFP2","INSL3","INSL3","RXFP2",NA,NA,NA,NA,"celltalkdb_12114498, cellphonedb_uniprot;reactome",NA,"INSL3_RXFP2"
"INSL3_TSHR","INSL3_TSHR","INSL3","INSL3","TSHR",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_TSHR"
"INSL3_VIPR1","INSL3_VIPR1","INSL3","INSL3","VIPR1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL3_VIPR1"
"INSL5_ADRA2A","INSL5_ADRA2A","INSL5","INSL5","ADRA2A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL5_ADRA2A"
"INSL5_GRM7","INSL5_GRM7","INSL5","INSL5","GRM7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL5_GRM7"
"INSL5_MTNR1A","INSL5_MTNR1A","INSL5","INSL5","MTNR1A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"INSL5_MTNR1A"
"INSL5_RL3R2","INSL5_RXFP4","INSL5","INSL5","RXFP4",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"INSL5_RL3R2"
"INSL5_RXFP31","INSL5_RXFP3","INSL5","INSL5","RXFP3",NA,NA,NA,NA,"celltalkdb_15525639",NA,"INSL5_RXFP3"
"INSL5_RXFP41","INSL5_RXFP4","INSL5","INSL5","RXFP4",NA,NA,NA,NA,"celltalkdb_15465925",NA,"INSL5_RXFP4"
"INS_IGF1R","INS_IGF1R","INS","INS","IGF1R",NA,NA,NA,NA,"celltalkdb_1851182",NA,"INS_IGF1R"
"INS_INSR","INS_INSR","INS","INS","INSR",NA,NA,NA,NA,"celltalkdb_2550426, cellphonedb_uniprot",NA,"INS_INSR"
"INS_LILRB1","INS_LILRB1","INS","INS","LILRB1",NA,NA,NA,NA,"celltalkdb_32103204",NA,"INS_LILRB1"
"INS_LILRB2","INS_LILRB2","INS","INS","LILRB2",NA,NA,NA,NA,"celltalkdb_32103204",NA,"INS_LILRB2"
"INS_LRP2","INS_LRP2","INS","INS","LRP2",NA,NA,NA,NA,"celltalkdb_9773776",NA,"INS_LRP2"
"IRAK4_TLR4","IRAK4_TLR4","IRAK4","IRAK4","TLR4",NA,NA,NA,NA,"celltalkdb_32196115",NA,"IRAK4_TLR4"
"IRAK4_TLR6","IRAK4_TLR6","IRAK4","IRAK4","TLR6",NA,NA,NA,NA,"celltalkdb_32196115",NA,"IRAK4_TLR6"
"IRAK4_TLR7","IRAK4_TLR7","IRAK4","IRAK4","TLR7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"IRAK4_TLR7"
"ITGB3BP_ITGB3","ITGB3BP_ITGB3","ITGB3BP","ITGB3BP","ITGB3",NA,NA,NA,NA,"celltalkdb_7593198",NA,"ITGB3BP_ITGB3"
"ITGB3BP_ITGB5","ITGB3BP_ITGB5","ITGB3BP","ITGB3BP","ITGB5",NA,NA,NA,NA,"celltalkdb_10579726",NA,"ITGB3BP_ITGB5"
"ITIH2_FCER1A","ITIH2_FCER1A","ITIH2","ITIH2","FCER1A",NA,NA,NA,NA,"celltalkdb_10917520",NA,"ITIH2_FCER1A"
"IZUMO1_CD9","IZUMO1_CD9","IZUMO1","IZUMO1","CD9",NA,NA,NA,NA,"celltalkdb_30517645",NA,"IZUMO1_CD9"
"IZUMO1_IZUMO1R","IZUMO1_IZUMO1R","IZUMO1","IZUMO1","IZUMO1R",NA,NA,NA,NA,"celltalkdb_27416963",NA,"IZUMO1_IZUMO1R"
"JAG1_CD46","JAG1_CD46","JAG1","JAG1","CD46",NA,NA,NA,NA,"celltalkdb_23086448",NA,"JAG1_CD46"
"JAG1_MCP","JAG1_CD46","JAG1","JAG1","CD46",NA,NA,NA,NA,"cellphonedb_PMID:23086448",NA,"JAG1_MCP"
"JAG1_NOTC1","JAG1_NOTCH1","JAG1","JAG1","NOTCH1",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG1_NOTC1"
"JAG1_NOTC2","JAG1_NOTCH2","JAG1","JAG1","NOTCH2",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG1_NOTC2"
"JAG1_NOTC3","JAG1_NOTCH3","JAG1","JAG1","NOTCH3",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG1_NOTC3"
"JAG1_NOTC4","JAG1_NOTCH4","JAG1","JAG1","NOTCH4",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG1_NOTC4"
"JAG1_NOTCH11","JAG1_NOTCH1","JAG1","JAG1","NOTCH1",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG1_NOTCH1"
"JAG1_NOTCH21","JAG1_NOTCH2","JAG1","JAG1","NOTCH2",NA,NA,NA,NA,"celltalkdb_26198319,32196115,32103204",NA,"JAG1_NOTCH2"
"JAG1_NOTCH31","JAG1_NOTCH3","JAG1","JAG1","NOTCH3",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG1_NOTCH3"
"JAG1_NOTCH41","JAG1_NOTCH4","JAG1","JAG1","NOTCH4",NA,NA,NA,NA,"celltalkdb_24563863",NA,"JAG1_NOTCH4"
"JAG1_VASN","JAG1_VASN","JAG1","JAG1","VASN",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"JAG1_VASN"
"JAG2_NOTC1","JAG2_NOTCH1","JAG2","JAG2","NOTCH1",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG2_NOTC1"
"JAG2_NOTC2","JAG2_NOTCH2","JAG2","JAG2","NOTCH2",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG2_NOTC2"
"JAG2_NOTC3","JAG2_NOTCH3","JAG2","JAG2","NOTCH3",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG2_NOTC3"
"JAG2_NOTC4","JAG2_NOTCH4","JAG2","JAG2","NOTCH4",NA,NA,NA,NA,"cellphonedb_PMID:22353464",NA,"JAG2_NOTC4"
"JAG2_NOTCH11","JAG2_NOTCH1","JAG2","JAG2","NOTCH1",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG2_NOTCH1"
"JAG2_NOTCH21","JAG2_NOTCH2","JAG2","JAG2","NOTCH2",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG2_NOTCH2"
"JAG2_NOTCH31","JAG2_NOTCH3","JAG2","JAG2","NOTCH3",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG2_NOTCH3"
"JAG2_NOTCH41","JAG2_NOTCH4","JAG2","JAG2","NOTCH4",NA,NA,NA,NA,"celltalkdb_22353464",NA,"JAG2_NOTCH4"
"JAG2_VASN","JAG2_VASN","JAG2","JAG2","VASN",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"JAG2_VASN"
"JAM2_JAM31","JAM2_JAM3","JAM2","JAM2","JAM3",NA,NA,NA,NA,"cellphonedb_PMC1237098;PMID:11590146",NA,"JAM2_JAM3"
"JAM3_ITGB1","JAM3_ITGB1","JAM3","JAM3","ITGB1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"JAM3_ITGB1"
"JAM3_ITGB2","JAM3_ITGB2","JAM3","JAM3","ITGB2",NA,NA,NA,NA,"celltalkdb_15194813,12208882,15485832",NA,"JAM3_ITGB2"
"JAM3_JAM31","JAM3_JAM3","JAM3","JAM3","JAM3",NA,NA,NA,NA,"cellphonedb_PMID:16118203",NA,"JAM3_JAM3"
"KI2LA_PVR","KI2LA_PVR","KIR2DL5A","KIR2DL5A","PVR",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"KI2LA_PVR"
"KISS1_KISS1R1","KISS1_KISS1R","KISS1","KISS1","KISS1R",NA,NA,NA,NA,"celltalkdb_12944565",NA,"KISS1_KISS1R"
"KISS1_KISSR","KISS1_KISS1R","KISS1","KISS1","KISS1R",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"KISS1_KISSR"
"KISS1_MMP24","KISS1_MMP24","KISS1","KISS1","MMP24",NA,NA,NA,NA,"celltalkdb_12879005",NA,"KISS1_MMP24"
"KITLG_EPOR","KITLG_EPOR","KITLG","KITLG","EPOR",NA,NA,NA,NA,"celltalkdb_11124255",NA,"KITLG_EPOR"
"KITLG_KIT","KITLG_KIT","KITLG","KITLG","KIT",NA,NA,NA,NA,"celltalkdb_1698556",NA,"KITLG_KIT"
"KLK3_EPOR","KLK3_EPOR","KLK3","KLK3","EPOR",NA,NA,NA,NA,"celltalkdb_10374881",NA,"KLK3_EPOR"
"KLRB1_CLEC2D","KLRB1_CLEC2D","KLRB1","KLRB1","CLEC2D",NA,NA,NA,NA,"cellphonedb_Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577",NA,"KLRB1_CLC2D"
"KNG1_ADRA2A","KNG1_ADRA2A","KNG1","KNG1","ADRA2A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"KNG1_ADRA2A"
"KNG1_BDKRB11","KNG1_BDKRB1","KNG1","KNG1","BDKRB1",NA,NA,NA,NA,"celltalkdb_8856107",NA,"KNG1_BDKRB1"
"KNG1_BDKRB21","KNG1_BDKRB2","KNG1","KNG1","BDKRB2",NA,NA,NA,NA,"celltalkdb_8063797",NA,"KNG1_BDKRB2"
"KNG1_BKRB1","KNG1_BDKRB1","KNG1","KNG1","BDKRB1",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"KNG1_BKRB1"
"KNG1_BKRB2","KNG1_BDKRB2","KNG1","KNG1","BDKRB2",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"KNG1_BKRB2"
"KNG1_CD93","KNG1_CD93","KNG1","KNG1","CD93",NA,NA,NA,NA,"celltalkdb_12213329",NA,"KNG1_CD93"
"KNG1_GP1BA","KNG1_GP1BA","KNG1","KNG1","GP1BA",NA,NA,NA,NA,"celltalkdb_9269768",NA,"KNG1_GP1BA"
"KNG1_GRM7","KNG1_GRM7","KNG1","KNG1","GRM7",NA,NA,NA,NA,"celltalkdb_32196115",NA,"KNG1_GRM7"
"KNG1_ITGAM","KNG1_ITGAM","KNG1","KNG1","ITGAM",NA,NA,NA,NA,"celltalkdb_32196115",NA,"KNG1_ITGAM"
"KNG1_ITGB2","KNG1_ITGB2","KNG1","KNG1","ITGB2",NA,NA,NA,NA,"celltalkdb_10845911",NA,"KNG1_ITGB2"
"KNG1_MTNR1A","KNG1_MTNR1A","KNG1","KNG1","MTNR1A",NA,NA,NA,NA,"celltalkdb_32196115",NA,"KNG1_MTNR1A"
"KNG1_PLAUR","KNG1_PLAUR","KNG1","KNG1","PLAUR",NA,NA,NA,NA,"celltalkdb_14764580",NA,"KNG1_PLAUR"
"KNG1_RL3R2","KNG1_RXFP4","KNG1","KNG1","RXFP4",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"KNG1_RL3R2"
"KNG1_RXFP4","KNG1_RXFP4","KNG1","KNG1","RXFP4",NA,NA,NA,NA,"celltalkdb_14530218",NA,"KNG1_RXFP4"
"KNG1_SDC2","KNG1_SDC2","KNG1","KNG1","SDC2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"KNG1_SDC2"
"L1CAM_CNTN1","L1CAM_CNTN1","L1CAM","L1CAM","CNTN1",NA,NA,NA,NA,"celltalkdb_7595520",NA,"L1CAM_CNTN1"
"L1CAM_EGFR","L1CAM_EGFR","L1CAM","L1CAM","EGFR",NA,NA,NA,NA,"celltalkdb_14718570",NA,"L1CAM_EGFR"
"L1CAM_EPHB2","L1CAM_EPHB2","L1CAM","L1CAM","EPHB2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"L1CAM_EPHB2"
"L1CAM_ERBB2","L1CAM_ERBB2","L1CAM","L1CAM","ERBB2",NA,NA,NA,NA,"celltalkdb_22815787",NA,"L1CAM_ERBB2"
"L1CAM_ERBB3","L1CAM_ERBB3","L1CAM","L1CAM","ERBB3",NA,NA,NA,NA,"celltalkdb_22815787",NA,"L1CAM_ERBB3"
"L1CAM_FGFR2","L1CAM_FGFR2","L1CAM","L1CAM","FGFR2",NA,NA,NA,NA,"celltalkdb_32196115",NA,"L1CAM_FGFR2"
"L1CAM_ITGA5","L1CAM_ITGA5","L1CAM","L1CAM","ITGA5",NA,NA,NA,NA,"celltalkdb_10871287",NA,"L1CAM_ITGA5"
"L1CAM_ITGAV","L1CAM_ITGAV","L1CAM","L1CAM","ITGAV",NA,NA,NA,NA,"celltalkdb_10871287",NA,"L1CAM_ITGAV"
"L1CAM_L1CAM1","L1CAM_L1CAM","L1CAM","L1CAM","L1CAM",NA,NA,NA,NA,"cellphonedb_PMID:18701456",NA,"L1CAM_L1CAM"
"LACRT_SDC1","LACRT_SDC1","LACRT","LACRT","SDC1",NA,NA,NA,NA,"celltalkdb_16982797",NA,"LACRT_SDC1"
"LAIR1_LILRB4","LAIR1_LILRB4","LAIR1","LAIR1","LILRB4",NA,NA,NA,NA,"cellphonedb_PMID:19283782",NA,"LAIR1_LIRB4"
"LAMA1_GPC1","LAMA1_GPC1","LAMA1","LAMA1","GPC1",NA,NA,NA,NA,"celltalkdb_32196115",NA,"LAMA1_GPC1"
"LAMA1_ITGA1","LAMA1_ITGA1","LAMA1","LAMA1","ITGA1",NA,NA,NA,NA,"celltalkdb_9688542",NA,"LAMA1_ITGA1"
"LAMA1_ITGA2","LAMA1_ITGA2","LAMA1","LAMA1","ITGA2",NA,NA,NA,NA,"celltalkdb_9688542",NA,"LAMA1_ITGA2"
"LAMA1_ITGA3","LAMA1_ITGA3","LAMA1","LAMA1","ITGA3",NA,NA,NA,NA,"celltalkdb_32196115",NA,"LAMA1_ITGA3"
"LAMA1_ITGA6","LAMA1_ITGA6","LAMA1","LAMA1","ITGA6",NA,NA,NA,NA,"celltalkdb_32196115",NA,"LAMA1_ITGA6"
"LAMA1_ITGA7","LAMA1_ITGA7","LAMA1","LAMA1","ITGA7",NA,NA,NA,NA,"celltalkdb_11278916",NA,"LAMA1_ITGA7"
"LAMA1_ITGB1","LAMA1_ITGB1","LAMA1","LAMA1","ITGB1",NA,NA,NA,NA,"celltalkdb_26198319,32196115",NA,"LAMA1_ITGB1"
"LAMA1_ITGB4","LAMA1_ITGB4","LAMA1","LAMA1","ITGB4",NA,NA,NA,NA,"celltalkdb_32196115",NA,"LAMA1_ITGB4"
"LAMA1_ITGB8","LAMA1_ITGB8","LAMA1","LAMA1","ITGB8",NA,NA,NA,NA,"celltalkdb_7542940",NA,"LAMA1_ITGB8"
